Name,Data_Source,Accession,Group,Maize_Type,Ab10_Status,B_Chrom_Status,Latitude,Longitude,Altitude,DTA_BLUP,DTS_BLUP,PH_BLUP,PresTiller_BLUP
W22.4.RY,Romay_etal_2013,W22.4,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
W22.5.RY,Romay_etal_2013,W22.5,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
W22.6.RY,Romay_etal_2013,W22.6,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
W22.7.RY,Romay_etal_2013,W22.7,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
M14.1.RY,Romay_etal_2013,M14.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
M14.2.RY,Romay_etal_2013,M14.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML220.1.RY,Romay_etal_2013,CML220.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML220.2.RY,Romay_etal_2013,CML220.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
B84.1.RY,Romay_etal_2013,B84.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
B84.2.RY,Romay_etal_2013,B84.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Va99.1.RY,Romay_etal_2013,Va99.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Va99.2.RY,Romay_etal_2013,Va99.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
A654.1.RY,Romay_etal_2013,A654.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
A654.2.RY,Romay_etal_2013,A654.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.1.RY,Romay_etal_2013,BLANK.1,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.2.RY,Romay_etal_2013,BLANK.2,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.3.RY,Romay_etal_2013,BLANK.3,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.4.RY,Romay_etal_2013,BLANK.4,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.5.RY,Romay_etal_2013,BLANK.5,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.6.RY,Romay_etal_2013,BLANK.6,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.7.RY,Romay_etal_2013,BLANK.7,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.8.RY,Romay_etal_2013,BLANK.8,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.9.RY,Romay_etal_2013,BLANK.9,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.10.RY,Romay_etal_2013,BLANK.10,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.11.RY,Romay_etal_2013,BLANK.11,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.12.RY,Romay_etal_2013,BLANK.12,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.13.RY,Romay_etal_2013,BLANK.13,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.14.RY,Romay_etal_2013,BLANK.14,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.15.RY,Romay_etal_2013,BLANK.15,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.16.RY,Romay_etal_2013,BLANK.16,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.17.RY,Romay_etal_2013,BLANK.17,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.18.RY,Romay_etal_2013,BLANK.18,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.19.RY,Romay_etal_2013,BLANK.19,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.20.RY,Romay_etal_2013,BLANK.20,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.21.RY,Romay_etal_2013,BLANK.21,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.22.RY,Romay_etal_2013,BLANK.22,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.23.RY,Romay_etal_2013,BLANK.23,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.24.RY,Romay_etal_2013,BLANK.24,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.25.RY,Romay_etal_2013,BLANK.25,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.26.RY,Romay_etal_2013,BLANK.26,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.27.RY,Romay_etal_2013,BLANK.27,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.28.RY,Romay_etal_2013,BLANK.28,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.29.RY,Romay_etal_2013,BLANK.29,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.30.RY,Romay_etal_2013,BLANK.30,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.31.RY,Romay_etal_2013,BLANK.31,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.32.RY,Romay_etal_2013,BLANK.32,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.33.RY,Romay_etal_2013,BLANK.33,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.34.RY,Romay_etal_2013,BLANK.34,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.35.RY,Romay_etal_2013,BLANK.35,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.36.RY,Romay_etal_2013,BLANK.36,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.37.RY,Romay_etal_2013,BLANK.37,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.38.RY,Romay_etal_2013,BLANK.38,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.39.RY,Romay_etal_2013,BLANK.39,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.40.RY,Romay_etal_2013,BLANK.40,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.41.RY,Romay_etal_2013,BLANK.41,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.42.RY,Romay_etal_2013,BLANK.42,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.43.RY,Romay_etal_2013,BLANK.43,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.44.RY,Romay_etal_2013,BLANK.44,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.45.RY,Romay_etal_2013,BLANK.45,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.46.RY,Romay_etal_2013,BLANK.46,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.47.RY,Romay_etal_2013,BLANK.47,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.48.RY,Romay_etal_2013,BLANK.48,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.49.RY,Romay_etal_2013,BLANK.49,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.50.RY,Romay_etal_2013,BLANK.50,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.51.RY,Romay_etal_2013,BLANK.51,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.52.RY,Romay_etal_2013,BLANK.52,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.53.RY,Romay_etal_2013,BLANK.53,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.54.RY,Romay_etal_2013,BLANK.54,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.55.RY,Romay_etal_2013,BLANK.55,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.56.RY,Romay_etal_2013,BLANK.56,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.57.RY,Romay_etal_2013,BLANK.57,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.58.RY,Romay_etal_2013,BLANK.58,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.59.RY,Romay_etal_2013,BLANK.59,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.60.RY,Romay_etal_2013,BLANK.60,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.61.RY,Romay_etal_2013,BLANK.61,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.62.RY,Romay_etal_2013,BLANK.62,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.63.RY,Romay_etal_2013,BLANK.63,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.64.RY,Romay_etal_2013,BLANK.64,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
BLANK.65.RY,Romay_etal_2013,BLANK.65,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
A239.1.RY,Romay_etal_2013,A239.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
A239.2.RY,Romay_etal_2013,A239.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
B104.1.RY,Romay_etal_2013,B104.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
B104.2.RY,Romay_etal_2013,B104.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NC230.1.RY,Romay_etal_2013,NC230.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NC230.2.RY,Romay_etal_2013,NC230.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
A272.1.RY,Romay_etal_2013,A272.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
A272.2.RY,Romay_etal_2013,A272.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML258.1.RY,Romay_etal_2013,CML258.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML258.2.RY,Romay_etal_2013,CML258.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
B97.1.RY,Romay_etal_2013,B97.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
B97.2.RY,Romay_etal_2013,B97.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
B97.3.RY,Romay_etal_2013,B97.3,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
B97.4.RY,Romay_etal_2013,B97.4,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
B97.5.RY,Romay_etal_2013,B97.5,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
B97.6.RY,Romay_etal_2013,B97.6,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
B97.7.RY,Romay_etal_2013,B97.7,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SC213R.1.RY,Romay_etal_2013,SC213R.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SC213R.2.RY,Romay_etal_2013,SC213R.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
K55.1.RY,Romay_etal_2013,K55.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
K55.2.RY,Romay_etal_2013,K55.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
B76.1.RY,Romay_etal_2013,B76.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
B76.2.RY,Romay_etal_2013,B76.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
IDS28.1.RY,Romay_etal_2013,IDS28.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
IDS28.2.RY,Romay_etal_2013,IDS28.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Va22.1.RY,Romay_etal_2013,Va22.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Va22.2.RY,Romay_etal_2013,Va22.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NC250.1.RY,Romay_etal_2013,NC250.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NC250.2.RY,Romay_etal_2013,NC250.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
A680.1.RY,Romay_etal_2013,A680.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
A680.2.RY,Romay_etal_2013,A680.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NC356.1.RY,Romay_etal_2013,NC356.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NC356.2.RY,Romay_etal_2013,NC356.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CI28A.1.RY,Romay_etal_2013,CI28A.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CI28A.2.RY,Romay_etal_2013,CI28A.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Va59.1.RY,Romay_etal_2013,Va59.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Va59.2.RY,Romay_etal_2013,Va59.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
A554.1.RY,Romay_etal_2013,A554.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
A554.2.RY,Romay_etal_2013,A554.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NC298.1.RY,Romay_etal_2013,NC298.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NC298.2.RY,Romay_etal_2013,NC298.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
H91.1.RY,Romay_etal_2013,H91.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
H91.2.RY,Romay_etal_2013,H91.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML52.1.RY,Romay_etal_2013,CML52.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML52.2.RY,Romay_etal_2013,CML52.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML52.3.RY,Romay_etal_2013,CML52.3,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML52.4.RY,Romay_etal_2013,CML52.4,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML52.5.RY,Romay_etal_2013,CML52.5,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML52.6.RY,Romay_etal_2013,CML52.6,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML52.7.RY,Romay_etal_2013,CML52.7,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Pa875.1.RY,Romay_etal_2013,Pa875.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Pa875.2.RY,Romay_etal_2013,Pa875.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
W153R.1.RY,Romay_etal_2013,W153R.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
W153R.2.RY,Romay_etal_2013,W153R.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
C103.1.RY,Romay_etal_2013,C103.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
C103.2.RY,Romay_etal_2013,C103.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
B109.1.RY,Romay_etal_2013,B109.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
B109.2.RY,Romay_etal_2013,B109.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NC328.1.RY,Romay_etal_2013,NC328.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NC328.2.RY,Romay_etal_2013,NC328.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
A619.1.RY,Romay_etal_2013,A619.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
A619.2.RY,Romay_etal_2013,A619.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NC262.1.RY,Romay_etal_2013,NC262.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NC262.2.RY,Romay_etal_2013,NC262.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
B103.1.RY,Romay_etal_2013,B103.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
B103.2.RY,Romay_etal_2013,B103.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
B103.3.RY,Romay_etal_2013,B103.3,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
B103.4.RY,Romay_etal_2013,B103.4,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
B103.5.RY,Romay_etal_2013,B103.5,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
B103.6.RY,Romay_etal_2013,B103.6,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
B103.7.RY,Romay_etal_2013,B103.7,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
F6.1.RY,Romay_etal_2013,F6.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
F6.2.RY,Romay_etal_2013,F6.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Oh603.1.RY,Romay_etal_2013,Oh603.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Oh603.2.RY,Romay_etal_2013,Oh603.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Oh40B.1.RY,Romay_etal_2013,Oh40B.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Oh40B.2.RY,Romay_etal_2013,Oh40B.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML333.1.RY,Romay_etal_2013,CML333.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML333.2.RY,Romay_etal_2013,CML333.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML333.3.RY,Romay_etal_2013,CML333.3,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML333.4.RY,Romay_etal_2013,CML333.4,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML333.5.RY,Romay_etal_2013,CML333.5,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML333.6.RY,Romay_etal_2013,CML333.6,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML333.7.RY,Romay_etal_2013,CML333.7,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML332.1.RY,Romay_etal_2013,CML332.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML332.2.RY,Romay_etal_2013,CML332.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
A659.1.RY,Romay_etal_2013,A659.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
A659.2.RY,Romay_etal_2013,A659.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
H95.1.RY,Romay_etal_2013,H95.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
H95.2.RY,Romay_etal_2013,H95.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
B73Htrhm.1.RY,Romay_etal_2013,B73Htrhm.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
B73Htrhm.2.RY,Romay_etal_2013,B73Htrhm.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CH70130.1.RY,Romay_etal_2013,CH70130.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CH70130.2.RY,Romay_etal_2013,CH70130.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML287.1.RY,Romay_etal_2013,CML287.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML287.2.RY,Romay_etal_2013,CML287.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
W117Ht.1.RY,Romay_etal_2013,W117Ht.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
W117Ht.2.RY,Romay_etal_2013,W117Ht.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
A682.1.RY,Romay_etal_2013,A682.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
A682.2.RY,Romay_etal_2013,A682.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Tzi25.1.RY,Romay_etal_2013,Tzi25.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Tzi25.2.RY,Romay_etal_2013,Tzi25.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Oh43E.1.RY,Romay_etal_2013,Oh43E.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Oh43E.2.RY,Romay_etal_2013,Oh43E.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CI7.1.RY,Romay_etal_2013,CI7.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CI7.2.RY,Romay_etal_2013,CI7.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NC318.1.RY,Romay_etal_2013,NC318.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NC318.2.RY,Romay_etal_2013,NC318.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CM105.1.RY,Romay_etal_2013,CM105.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CM105.2.RY,Romay_etal_2013,CM105.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
F7.1.RY,Romay_etal_2013,F7.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
F7.2.RY,Romay_etal_2013,F7.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML91.1.RY,Romay_etal_2013,CML91.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML91.2.RY,Romay_etal_2013,CML91.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
R109B.1.RY,Romay_etal_2013,R109B.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
R109B.2.RY,Romay_etal_2013,R109B.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML228.1.RY,Romay_etal_2013,CML228.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML228.2.RY,Romay_etal_2013,CML228.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML228.3.RY,Romay_etal_2013,CML228.3,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML228.4.RY,Romay_etal_2013,CML228.4,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML228.5.RY,Romay_etal_2013,CML228.5,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML228.6.RY,Romay_etal_2013,CML228.6,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML228.7.RY,Romay_etal_2013,CML228.7,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML92.1.RY,Romay_etal_2013,CML92.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML92.2.RY,Romay_etal_2013,CML92.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
A632.1.RY,Romay_etal_2013,A632.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
A632.2.RY,Romay_etal_2013,A632.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Sg18.1.RY,Romay_etal_2013,Sg18.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Sg18.2.RY,Romay_etal_2013,Sg18.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML277.1.RY,Romay_etal_2013,CML277.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML277.2.RY,Romay_etal_2013,CML277.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML277.3.RY,Romay_etal_2013,CML277.3,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML277.4.RY,Romay_etal_2013,CML277.4,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML277.5.RY,Romay_etal_2013,CML277.5,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML277.6.RY,Romay_etal_2013,CML277.6,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML277.7.RY,Romay_etal_2013,CML277.7,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Va35.1.RY,Romay_etal_2013,Va35.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
